Product Category,Column Name Raw,Column Name,Column Top Values,Column Unit,Column Min,Column Max,Column Definition,Approved
Notebooks,On-board graphics adapter DirectX version.22004,On-board graphics adapter DirectX version,12.0',,12,12,The version of DirectX that the on-board graphics adapter supports.,TRUE
Notebooks,On-board graphics adapter OpenGL version.22005,On-board graphics adapter OpenGL version,"4.5', '4.4'",,4.4,4.5,The version of OpenGL that is integrated into the notebook's onboard graphics adapter.,TRUE
Notebooks,Processor package size.22011,Processor package size,"50 x 25', '42 x 24', '24 x 31', '42 X 24', '31 x 24 (BGA1023)'",mm,,,"The size of the processor package for the notebook, given as a measurement in millimeters (mm). It is in a format of 'length x width', e.g. '50 x 25'. Note that the measurements are in millimeters and the units should be explicitly stated in the value.",TRUE
Notebooks,USB 3.2 Gen 1 (3.1 Gen 1) Type-C ports quantity.22702,USB 3.2 Gen 1 (3.1 Gen 1) Type-C ports quantity,"1.0', '2.0'",,1,2,The number of USB 3.2 Gen 1 (3.1 Gen 1) Type-C ports that the laptop has.,TRUE
Notebooks,USB 2.0 ports quantity.2308,USB 2.0 ports quantity,"1.0', '2.0'",,1,2,The number of USB 2.0 ports on the notebook.,TRUE
Notebooks,Ethernet LAN (RJ-45) ports.2312,Ethernet LAN (RJ-45) ports,1.0',,1,1,The number of Ethernet LAN (RJ-45) ports that the notebook has.,TRUE
Notebooks,Headphone outputs.2313,Headphone outputs,"1.0', '10.0'",,1,10,"The headphone outputs of the notebook, as measured in watts. Min: 1.0, Max: 10.0",TRUE
Notebooks,Processor socket.2325,Processor socket,"BGA 1526', 'BGA 1356', 'BGA 1296', 'LGA 1356 (Socket B2)', 'Socket FP4'",,,,The type of socket for the processor of the notebook.,TRUE
Notebooks,Bundled software.251,Bundled software,"McAfee Security Center', 'Link Sharing\nLive Message\nLive Wallpaper\nScreen Recorder\nSamsung Gallery\nQuick Search\nSamsung DeX\nSamsung Flow\nSamsung Notes\nSamsung Recovery\nSamsung Settings\nStudio Plus\nSamsung Update'",,,,"The software that is included with the notebook when it is purchased. This can include productivity software, security software, and more. The software name and version are listed, and it can also specify if it is a trial version or not.",TRUE
Notebooks,On-board graphics adapter family.29455,On-board graphics adapter family,"Intel UHD Graphics', 'Intel Iris Xe', 'Intel HD Graphics', 'AMD Radeon', 'Intel Iris Xe Graphics'",,,,"The on-board graphics adapter family refers to the graphics adapter that is built into the notebook. This column will contain the name of the graphics adapter family, such as Intel HD Graphics, Intel UHD Graphics, AMD Radeon R5, Intel Iris Xe, or AMD Radeon HD 8000.",TRUE
Notebooks,Supported instruction sets.3260,Supported instruction sets,"AVX 2.0', 'SSE4.1', 'AVX'",,,,Instructions supported by the processor of the laptop.,TRUE
Notebooks,Fingerprint reader.3577,Fingerprint reader,False',,,,"Fingerprint reader is a device that is used to capture a fingerprint image. The device can be built into a notebook or can be an external device that is connected to the notebook. The fingerprint reader can be used to authenticate a user's identity, for example, when logging into a notebook or when making a purchase with a credit card. The fingerprint reader can also be used to unlock the notebook, for example, when waking it up from sleep mode.",TRUE
Notebooks,Ethernet LAN data rates.3768,Ethernet LAN data rates,10.0',,10,10,"The Ethernet LAN data rates are the different speeds at which data can be transferred through a Local Area Network (LAN). The data rates are typically measured in megabits per second (Mbps). The speeds of 10, 100, 1000, 2500, and 10000 Mbps are commonly used in personal computers and laptops.",TRUE
Notebooks,Trial software.5800,Trial software,"Office Trial', 'McAfee LiveSafe, Microsoft Office', 'McAfee LiveSafe', 'Microsoft 365', 'Microsoft 365 Family'",,,,"The trial software that is included with the notebook. This can include anti-virus software, office productivity suites, and other software that is pre-installed on the notebook.",TRUE
Notebooks,LED backlight.6784,LED backlight,False',,,,"Indicates whether the notebook has an LED backlight. If LED backlight is present, the value will be True. If LED backlight is not present, the value will be False.",TRUE
Notebooks,System bus rate.6975,System bus rate,"4.0', '5.0'",GT/s,4,5,"The speed of the system bus, measured in GT/s (Giga Transfers per second). The minimum value is 1.0 GT/s, and the maximum value is 8.0 GT/s.",TRUE
Notebooks,Number of microphones.7252,Number of microphones,"2.0', '1.0', '4.0'",,1,4,"The number of microphones that the notebook has. This can be a floating point number or a string that can be parsed into a number. If the string cannot be parsed, the value should be 0.",TRUE
Notebooks,Processor threads.7337,Processor threads,"8.0', '4.0', '2.0'",,2,8,"The number of processor threads in the notebook. This can be either a single integer or a range of integers separated by commas. Examples of valid entries include ""4"", ""8"", ""2-12"", and ""16, 24"".",TRUE
Notebooks,Operating system architecture.7563,Operating system architecture,64-bit',,,,"The operating system architecture refers to the type of architecture that the operating system is built on. For example, a 64-bit operating system is able to run larger programs and access more memory than a 32-bit operating system. The operating system architecture is typically indicated in the specifications of a notebook.",TRUE
Notebooks,PCI Express slots version.7825,PCI Express slots version,"3.0', '2.0'",,2,3,"The PCI Express slots version of the notebook. The value should be a string that represents the version of the PCI Express slots, such as '3.0' or '2.0'.",TRUE
Notebooks,Processor operating modes.7975,Processor operating modes,64-bit',,,,Processor operating modes refer to the type of processor in the notebook. It could be 64-bit or 32-bit or any other modes that are available in the market right now.,TRUE
Notebooks,Keyboard language.8542,Keyboard language,"German', 'Swiss', 'International EER', 'English', 'Italian'",,,,"The keyboard language refers to the language used on the keyboard of the notebook. The language can be English, UK English, German, Spanish, or French. The keyboard language is an important factor to consider when purchasing a notebook, as it can affect the user's ability to type and navigate the keyboard.",TRUE
Notebooks,Battery capacity.909,Battery capacity,"5403.0', '6513.0', '4405.0', '4081.0', '5070.0'",mAh,4081,6513,"The battery capacity of the notebook, measured in mAh (milliampere hours). The battery capacity is the amount of power stored in the battery, and it is a measure of the battery's potential energy. The example values are '4400.0', '3220.0', '2600.0', '2500.0', and '5200.0' mAh (milliampere hours). The minimum value is 1.0 mAh, and the maximum value is 30000.0 mAh.",TRUE
Notebooks,Intel® Hyper Threading Technology (Intel® HT Technology).9672,Intel Hyper Threading Technology (Intel HT Technology),False',,,,"Intel Hyper Threading Technology (Intel HT Technology) is a technology that enables a single physical processor core to appear as two logical processors to the operating system and the application programs that run on it. This allows the cores to run multiple threads and process more tasks in parallel. The technology is designed to increase the performance of the computer by improving the efficiency of the cores and reducing the overhead associated with context switching, which occurs when a processor switches between different tasks.",TRUE
Notebooks,Intel® Turbo Boost Technology.9733,Intel Turbo Boost Technology,"2', 'N'",,,,"The Intel Turbo Boost Technology column contains information about a notebook's Intel Turbo Boost Technology. The Intel Turbo Boost Technology is a performance enhancement that allows the processor to run faster than its base operating frequency when required. The column will contain one of the following values: '2.0', 'N', '1.0', 'Y'.",TRUE
Notebooks,Intel® InTru™ 3D Technology.10109,Intel InTru 3D Technology,False',,,,A technology developed by Intel that allows for improved 3D graphics performance on laptops.,TRUE
Notebooks,Intel® Wireless Display (Intel® WiDi).10111,Intel Wireless Display (Intel WiDi),False',,,,Intel Wireless Display (Intel wiDi) is a technology that allows users to connect their devices to a TV or monitor wirelessly. The technology is built into many Intel-based laptops and is also available as a separate adapter. The feature is known for its ease of use and high-quality video streaming. The technology is widely used in many classrooms and conference rooms.,TRUE
Notebooks,Intel® Clear Video HD Technology (Intel® CVT HD).10113,Intel Clear Video HD Technology (Intel CVT HD),False',,,,"Intel Clear Video HD Technology is a technology that improves the quality of images on a notebook's display. This technology is only available on some notebooks, and those that have it will have the value 'True' in this column, while those that do not have it will have the value 'False'.",TRUE
Notebooks,Intel Flex Memory Access.10189,Intel Flex Memory Access,False',,,,"Intel Flex Memory Access is a technology that allows for faster and more efficient memory access. It is a type of cache memory that is located between the processor and the main memory. It is designed to reduce the latency and increase the bandwidth of memory accesses. The technology is especially beneficial for applications that require a lot of memory access, such as video editing and 3D rendering.",TRUE
Notebooks,Enhanced Intel SpeedStep Technology.10195,Enhanced Intel SpeedStep Technology,False',,,,Enhanced Intel SpeedStep Technology is a dynamic frequency scaling technology that allows a notebook's processor to run at different clock speeds. This technology is designed to reduce a notebook's power consumption and increase its battery life.,TRUE
Notebooks,Intel Enhanced Halt State.10276,Intel Enhanced Halt State,False',,,,Intel Enhanced Halt State is a feature that helps the Intel processor enter a low-power state more quickly when it is idle. This can help reduce power consumption and extend battery life. The Intel Enhanced Halt State is also known as C1E.,TRUE
Notebooks,Intel® Clear Video Technology for Mobile Internet Devices (Intel CVT for MID).10277,Intel Clear Video Technology for Mobile Internet Devices (Intel CVT for MID),False',,,,"Intel Clear Video Technology for Mobile Internet Devices (Intel CVT for MID) is a technology that enhances the quality of images and videos on mobile internet devices. The technology is designed to improve the clarity and sharpness of images and videos, as well as reduce noise and artifacts. It is intended to improve the overall viewing experience for users of mobile internet devices, such as smartphones and tablets.",TRUE
Notebooks,Bus type.10286,Bus type,"OPI', 'QPI', 'DMI'",,,,"The bus type specifies the type of bus used in the notebook's internal interconnects. Valid values include 'OPI', 'QPI', and 'DMI'. This information can be useful in determining the notebook's performance and compatibility with certain hardware components.",TRUE
Notebooks,PCI Express configurations.10351,PCI Express configurations,"1x2+2x1', '1x4', '1x2', '1x16'",,,,"The PCI Express configurations describe the link between the central processing unit (CPU) and the graphics processing unit (GPU) in the notebook. The CPU and GPU are connected via a PCI Express link, which is a high-speed serial interconnect. The link is indicated by the number of lanes in the PCI Express configuration, which is a string that contains the number of lanes in the configuration. The PCI Express configurations are 1x16, 1x2+2x1, 1x4, 4x1, and 2x4.",TRUE
Notebooks,Intel® Small Business Advantage (Intel® SBA).11779,Intel Small Business Advantage (Intel SBA),False',,,,"A notebook's Intel Small Business Advantage (Intel SBA) is a way for small businesses to get the most out of their Intel-based equipment. This program helps small businesses take advantage of Intel's leading technology, providing the tools, solutions, and support they need to be productive and grow. The Intel SBA program offers a range of benefits, including access to exclusive resources, training, and support, as well as discounts and promotions on Intel-based products and services. By participating in the Intel SBA program, small businesses can stay ahead of the competition and grow their business with the power of Intel.",TRUE
